2,-100,10366.161928142892
2,-99,10385.562073434367
2,-98,10386.889839882471
2,-97,10384.6915621153
2,-96,10384.93793989661
2,-95,10389.887427079895
2,-94,10388.685707447525
2,-93,10387.965660820131
2,-92,10387.899499962161
2,-91,10387.662656452674
2,-90,10389.484784639537
2,-89,10390.486979746656
2,-88,10389.592478681036
2,-87,10393.222811356287
2,-86,10394.431653212201
2,-85,10393.62584949706
2,-84,10394.731358605315
2,-83,10396.364266846565
2,-82,10396.164779138573
2,-81,10396.036721688246
2,-80,10395.882406890541
2,-79,10395.109479680272
2,-78,10395.647473867995
2,-77,10395.081852719211
2,-76,10420.374633951209
2,-75,10420.666438138258
2,-74,10419.9260070528
2,-73,10420.105735510018
2,-72,10419.330811932394
2,-71,10420.174786767227
2,-70,10419.973523115797
2,-69,10439.23294327528
2,-68,10438.007498554365
2,-67,10439.795576459726
2,-66,10440.288501885077
2,-65,10440.464025767458
2,-64,10453.405843342021
2,-63,10452.627022114431
2,-62,10452.729832101362
2,-61,10454.17510535672
2,-60,10452.239716113556
2,-59,10453.259684780736
2,-58,10452.346500583717
2,-57,10450.755595048242
2,-56,10452.101044767587
2,-55,10450.308655124973
2,-54,10450.524500160513
2,-53,10452.185154739174
2,-52,10465.32740504658
2,-51,10467.685503682735
2,-50,10467.543025710282
2,-49,10465.950557779714
2,-48,10467.930138468353
2,-47,10470.219815494185
2,-46,10469.10243049494
2,-45,10472.008810960164
2,-44,10470.179478201087
2,-43,10470.41710977987
2,-42,10471.593869471384
2,-41,10471.68590463413
2,-40,10481.793212901093
2,-39,10480.153512373035
2,-38,10481.46435584509
2,-37,10522.924602427523
2,-36,10522.402072977484
2,-35,10522.995964503614
2,-34,10528.41068052206
2,-33,10530.179502849638
2,-32,10530.285426609275
2,-31,10530.015466099008
2,-30,10529.74421197989
2,-29,10529.566950283286
2,-28,10529.640236343748
2,-27,10531.013350137277
2,-26,10530.969004298016
2,-25,10535.941926544308
2,-24,10536.984139326689
2,-23,10536.43699398758
2,-22,10536.138923431514
2,-21,10537.090413340073
2,-20,10538.773916260645
2,-19,10540.726555888452
2,-18,10541.227624088457
2,-17,10540.630431321959
2,-16,10543.195263652253
2,-15,10542.926384772547
2,-14,10543.129401216436
2,-13,10542.092767917093
2,-12,10543.55411709159
2,-11,10542.609661946073
2,-10,10543.589980229413
2,-9,10543.324945820112
2,-8,10543.810709361158
2,-7,10542.912932360561
2,-6,10543.902821367257
2,-5,10547.8877557198
2,-4,10548.264899277776
2,-3,10548.45990129609
2,-2,10548.132684605347
2,-1,10548.994741823868
2,0,10549.475471643049
2,1,10550.744800155786
2,2,10549.752004763692
2,3,10551.150491610617
2,4,10550.981691459096
2,5,10557.702619592339
2,6,10557.246925321557
2,7,10557.673092524168
2,8,10557.967727395791
2,9,10559.137347824611
2,10,10558.091100117748
2,11,10558.707895856976
2,12,10562.674203476945
2,13,10562.511857830727
2,14,10561.981324603103
2,15,10559.65426438611
2,16,10562.276634350215
2,17,10587.616677146323
2,18,10607.360062077962
2,19,10607.259484351718
2,20,10607.357134749069
2,21,10616.37968547026
2,22,10613.630229958668
2,23,10615.100061713918
2,24,10615.052912062107
2,25,10614.965101965607
2,26,10614.90957571356
2,27,10617.48332576046
2,28,10618.173697816856
2,29,10616.936268693282
2,30,10616.295075547532
2,31,10616.234205813036
2,32,10615.977238031997
2,33,10617.179282896026
2,34,10616.478268663139
2,35,10617.120476266073
2,36,10618.060817615451
2,37,10617.730294889425
2,38,10619.089756888312
2,39,10618.601887366247
2,40,10619.308269470983
2,41,10618.980737299788
2,42,10617.694524858452
2,43,10629.432629096476
2,44,10628.211430885416
2,45,10627.320488935859
2,46,10626.735320040805
2,47,10627.138707566552
2,48,10632.985851866462
2,49,10634.606192206182
2,50,10635.73608637673
2,51,10636.057084346157
2,52,10636.097772723082
2,53,10638.937073498057
2,54,10680.989221181066
2,55,10681.355847943263
2,56,10681.858654331552
2,57,10681.878973878012
2,58,10682.203257528208
2,59,10686.70625551842
2,60,10688.297781653677
2,61,10689.201527970576
2,62,10688.060657258631
2,63,10687.734441191938
2,64,10695.584141728936
2,65,10694.689623868231
2,66,10694.73363262104
2,67,10694.667454679167
2,68,10693.202540118926
2,69,10693.77800179849
2,70,10693.906495905938
2,71,10693.530329896486
2,72,10693.36412449157
2,73,10692.773068006496
2,74,10692.283386141924
2,75,10692.598622344645
2,76,10692.731149288416
2,77,10693.048083663442
2,78,10692.832392387883
2,79,10692.135203807773
2,80,10693.18983940066
2,81,10694.342596179404
2,82,10678.040577987242
2,83,10677.888918247592
2,84,10678.12120186215
2,85,10677.44737557884
2,86,10686.05523455649
2,87,10685.671711257339
2,88,10685.326128229819
2,89,10693.357963452281
2,90,10757.733197722873
2,91,10768.38385975791
2,92,10768.658917177972
2,93,10819.407954927728
2,94,10819.613255519384
2,95,10820.273448027403
2,96,10820.340702486921
2,97,10820.569790459585
2,98,10818.530104915135
2,99,10824.296377563183
